forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.025,192,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.1,192,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.25,192,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.5,194,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.75,197,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.9,200,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00-04,quantile,0.975,204,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.025,9371,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.1,9398,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.25,9429,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.5,9474,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.75,9534,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.9,9603,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,00+,quantile,0.975,9705,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.025,51,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.1,51,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.25,51,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.5,52,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.75,53,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.9,53,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,05-14,quantile,0.975,54,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.025,568,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.1,570,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.25,573,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.5,578,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.75,586,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.9,596,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,15-34,quantile,0.975,612,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.025,1292,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.1,1297,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.25,1304,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.5,1312,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.75,1324,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.9,1338,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,35-59,quantile,0.975,1358,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.025,3308,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.1,3317,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.25,3328,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.5,3343,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.75,3365,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.9,3390,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,60-79,quantile,0.975,3429,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.025,3956,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.1,3966,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.25,3978,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.5,3995,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.75,4016,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.9,4041,COVID-19
2023-03-21,-27 day ahead inc hosp,2023-02-22,DE,80+,quantile,0.975,4076,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.025,191,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.1,191,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.25,191,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.5,194,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.75,198,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.9,201,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00-04,quantile,0.975,205,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.025,9566,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.1,9595,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.25,9630,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.5,9678,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.75,9743,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.9,9817,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,00+,quantile,0.975,9924,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.025,49,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.1,49,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.25,49,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.5,50,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.75,51,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.9,51,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,05-14,quantile,0.975,52,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.025,590,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.1,592,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.25,595,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.5,601,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.75,608,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.9,619,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,15-34,quantile,0.975,636,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.025,1348,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.1,1355,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.25,1362,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.5,1372,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.75,1385,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.9,1401,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,35-59,quantile,0.975,1424,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.025,3356,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.1,3366,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.25,3378,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.5,3395,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.75,3419,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.9,3447,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,60-79,quantile,0.975,3489,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.025,4028,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.1,4039,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.25,4051,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.5,4067,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.75,4089,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.9,4113,COVID-19
2023-03-21,-26 day ahead inc hosp,2023-02-23,DE,80+,quantile,0.975,4147,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.025,195,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.1,195,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.25,195,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.5,198,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.75,202,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.9,206,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00-04,quantile,0.975,209,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.025,9712,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.1,9744,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.25,9781,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.5,9834,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.75,9903,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.9,9982,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,00+,quantile,0.975,10095,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.025,53,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.1,53,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.25,53,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.5,54,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.75,55,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.9,55,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,05-14,quantile,0.975,56,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.025,615,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.1,618,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.25,621,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.5,627,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.75,635,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.9,645,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,15-34,quantile,0.975,663,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.025,1349,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.1,1356,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.25,1364,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.5,1376,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.75,1391,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.9,1409,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,35-59,quantile,0.975,1435,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.025,3435,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.1,3446,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.25,3459,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.5,3478,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.75,3503,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.9,3532,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,60-79,quantile,0.975,3575,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.025,4060,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.1,4072,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.25,4085,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.5,4103,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.75,4125,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.9,4151,COVID-19
2023-03-21,-25 day ahead inc hosp,2023-02-24,DE,80+,quantile,0.975,4186,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.025,198,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.1,198,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.25,198,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.5,201,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.75,205,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.9,209,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00-04,quantile,0.975,213,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.025,9758,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.1,9793,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.25,9833,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.5,9889,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.75,9960,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.9,10041,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,00+,quantile,0.975,10156,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.025,51,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.1,51,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.25,51,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.5,52,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.75,53,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.9,53,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,05-14,quantile,0.975,54,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.025,631,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.1,634,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.25,638,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.5,644,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.75,653,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.9,664,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,15-34,quantile,0.975,680,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.025,1366,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.1,1374,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.25,1382,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.5,1394,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.75,1408,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.9,1425,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,35-59,quantile,0.975,1449,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.025,3471,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.1,3483,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.25,3497,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.5,3517,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.75,3543,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.9,3574,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,60-79,quantile,0.975,3619,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.025,4037,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.1,4049,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.25,4063,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.5,4082,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.75,4105,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.9,4132,COVID-19
2023-03-21,-24 day ahead inc hosp,2023-02-25,DE,80+,quantile,0.975,4168,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.025,201,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.1,201,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.25,201,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.5,204,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.75,208,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.9,212,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00-04,quantile,0.975,217,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.025,9804,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.1,9840,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.25,9880,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.5,9936,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.75,10007,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.9,10088,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,00+,quantile,0.975,10201,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.025,52,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.1,52,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.25,52,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.5,53,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.75,54,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.9,55,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,05-14,quantile,0.975,56,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.025,630,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.1,633,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.25,637,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.5,643,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.75,650,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.9,660,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,15-34,quantile,0.975,674,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,35-59,quantile,0.025,1381,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,35-59,quantile,0.1,1388,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,35-59,quantile,0.25,1396,COVID-19
2023-03-21,-23 day ahead inc hosp,2023-02-26,DE,35-59,quantile,0.5,1407,COVID-19
