forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,05-14,quantile,0.9,71,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,05-14,quantile,0.975,72,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.025,448,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.1,450,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.25,454,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.5,463,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.75,481,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.9,512,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,15-34,quantile,0.975,582,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.025,920,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.1,924,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.25,929,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.5,936,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.75,944,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.9,953,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,35-59,quantile,0.975,966,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.025,2086,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.1,2092,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.25,2099,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.5,2110,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.75,2125,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.9,2142,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,60-79,quantile,0.975,2167,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.025,2416,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.1,2424,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.25,2432,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.5,2443,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.75,2457,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.9,2473,COVID-19
2023-03-04,-26 day ahead inc hosp,2023-02-06,DE,80+,quantile,0.975,2494,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.025,164,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.1,164,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.25,164,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.5,165,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.75,167,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.9,169,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00-04,quantile,0.975,171,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.025,6485,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.1,6507,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.25,6531,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.5,6565,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.75,6607,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.9,6655,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,00+,quantile,0.975,6723,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.025,64,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.1,64,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.25,65,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.5,66,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.75,67,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.9,68,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,05-14,quantile,0.975,70,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.025,452,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.1,455,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.25,459,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.5,468,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.75,486,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.9,517,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,15-34,quantile,0.975,586,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.025,978,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.1,982,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.25,987,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.5,994,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.75,1002,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.9,1012,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,35-59,quantile,0.975,1025,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.025,2220,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.1,2227,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.25,2234,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.5,2244,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.75,2258,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.9,2274,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,60-79,quantile,0.975,2297,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.025,2600,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.1,2608,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.25,2616,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.5,2628,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.75,2642,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.9,2657,COVID-19
2023-03-04,-25 day ahead inc hosp,2023-02-07,DE,80+,quantile,0.975,2678,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.025,162,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.1,162,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.25,162,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.5,163,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.75,165,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.9,167,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00-04,quantile,0.975,169,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.025,6645,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.1,6668,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.25,6693,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.5,6728,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.75,6772,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.9,6821,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,00+,quantile,0.975,6889,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.025,71,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.1,71,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.25,72,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.5,73,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.75,74,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.9,75,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,05-14,quantile,0.975,76,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.025,437,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.1,440,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.25,444,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.5,454,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.75,472,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.9,503,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,15-34,quantile,0.975,568,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.025,1017,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.1,1022,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.25,1027,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.5,1034,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.75,1042,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.9,1052,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,35-59,quantile,0.975,1066,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.025,2243,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.1,2250,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.25,2257,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.5,2269,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.75,2283,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.9,2300,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,60-79,quantile,0.975,2323,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.025,2706,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.1,2715,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.25,2724,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.5,2737,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.75,2752,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.9,2768,COVID-19
2023-03-04,-24 day ahead inc hosp,2023-02-08,DE,80+,quantile,0.975,2790,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.025,167,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.1,167,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.25,167,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.5,168,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.75,170,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.9,172,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00-04,quantile,0.975,174,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.025,6842,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.1,6866,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.25,6892,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.5,6927,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.75,6970,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.9,7018,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,00+,quantile,0.975,7082,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.025,69,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.1,69,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.25,69,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.5,71,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.75,72,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.9,73,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,05-14,quantile,0.975,74,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.025,441,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.1,444,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.25,449,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.5,459,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.75,478,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.9,508,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,15-34,quantile,0.975,570,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,35-59,quantile,0.025,1045,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,35-59,quantile,0.1,1050,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,35-59,quantile,0.25,1056,COVID-19
2023-03-04,-23 day ahead inc hosp,2023-02-09,DE,35-59,quantile,0.5,1063,COVID-19
