forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.1,538,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.25,539,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.5,541,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.75,544,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.9,548,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,15-34,quantile,0.975,555,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.025,1211,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.1,1213,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.25,1215,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.5,1218,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.75,1221,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.9,1225,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,35-59,quantile,0.975,1229,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.025,2841,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.1,2848,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.25,2857,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.5,2870,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.75,2888,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.9,2908,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,60-79,quantile,0.975,2938,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.025,3330,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.1,3337,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.25,3346,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.5,3359,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.75,3375,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.9,3394,COVID-19
2023-03-15,-28 day ahead inc hosp,2023-02-15,DE,80+,quantile,0.975,3421,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.025,162,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.1,162,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.25,162,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.5,163,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.75,166,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.9,169,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00-04,quantile,0.975,172,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.025,8534,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.1,8556,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.25,8580,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.5,8614,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.75,8658,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.9,8708,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,00+,quantile,0.975,8781,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.025,72,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.1,72,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.25,73,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.5,74,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.75,74,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.9,75,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,05-14,quantile,0.975,76,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.025,557,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.1,558,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.25,559,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.5,561,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.75,564,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.9,568,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,15-34,quantile,0.975,574,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.025,1255,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.1,1257,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.25,1260,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.5,1262,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.75,1266,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.9,1270,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,35-59,quantile,0.975,1275,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.025,2971,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.1,2980,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.25,2991,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.5,3006,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.75,3027,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.9,3051,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,60-79,quantile,0.975,3087,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.025,3513,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.1,3522,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.25,3533,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.5,3548,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.75,3568,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.9,3591,COVID-19
2023-03-15,-27 day ahead inc hosp,2023-02-16,DE,80+,quantile,0.975,3624,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.025,170,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.1,170,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.25,170,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.5,171,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.75,174,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.9,177,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00-04,quantile,0.975,180,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.025,8773,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.1,8796,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.25,8822,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.5,8859,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.75,8906,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.9,8960,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,00+,quantile,0.975,9037,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.025,61,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.1,61,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.25,62,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.5,62,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.75,63,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.9,64,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,05-14,quantile,0.975,65,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.025,570,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.1,571,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.25,572,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.5,574,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.75,576,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.9,580,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,15-34,quantile,0.975,587,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.025,1287,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.1,1289,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.25,1292,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.5,1296,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.75,1300,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.9,1305,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,35-59,quantile,0.975,1312,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.025,3065,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.1,3075,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.25,3086,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.5,3102,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.75,3124,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.9,3150,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,60-79,quantile,0.975,3187,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.025,3617,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.1,3627,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.25,3638,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.5,3654,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.75,3674,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.9,3697,COVID-19
2023-03-15,-26 day ahead inc hosp,2023-02-17,DE,80+,quantile,0.975,3729,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.025,172,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.1,172,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.25,172,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.5,173,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.75,176,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.9,179,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00-04,quantile,0.975,182,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.025,9056,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.1,9081,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.25,9110,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.5,9149,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.75,9200,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.9,9258,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,00+,quantile,0.975,9339,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.025,55,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.1,55,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.25,55,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.5,56,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.75,57,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.9,58,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,05-14,quantile,0.975,59,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.025,573,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.1,574,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.25,576,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.5,578,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.75,582,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.9,587,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,15-34,quantile,0.975,596,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.025,1306,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.1,1309,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.25,1311,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.5,1315,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.75,1320,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.9,1326,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,35-59,quantile,0.975,1334,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.025,3171,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.1,3181,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.25,3193,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.5,3210,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.75,3232,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.9,3258,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,60-79,quantile,0.975,3296,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.025,3777,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.1,3788,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.25,3800,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.5,3817,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.75,3839,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.9,3862,COVID-19
2023-03-15,-25 day ahead inc hosp,2023-02-18,DE,80+,quantile,0.975,3896,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.025,170,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.1,170,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.25,170,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.5,171,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.75,174,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.9,176,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00-04,quantile,0.975,180,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.025,9065,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.1,9090,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.25,9119,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.5,9158,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.75,9208,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.9,9264,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,00+,quantile,0.975,9343,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.025,55,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.1,55,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.25,56,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.5,56,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.75,57,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.9,58,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,05-14,quantile,0.975,59,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.025,569,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.1,570,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.25,572,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.5,574,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.75,578,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.9,583,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,15-34,quantile,0.975,592,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.025,1299,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.1,1302,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.25,1305,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.5,1309,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.75,1314,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.9,1319,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,35-59,quantile,0.975,1327,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.025,3171,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.1,3182,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.25,3194,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.5,3211,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.75,3234,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.9,3260,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,60-79,quantile,0.975,3298,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.025,3798,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.1,3809,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.25,3821,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.5,3837,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.75,3858,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.9,3880,COVID-19
2023-03-15,-24 day ahead inc hosp,2023-02-19,DE,80+,quantile,0.975,3911,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.025,172,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.1,172,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.25,172,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.5,173,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.75,176,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.9,178,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00-04,quantile,0.975,181,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.025,9155,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.1,9181,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.25,9210,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.5,9250,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.75,9300,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.9,9356,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,00+,quantile,0.975,9434,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.025,55,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.1,55,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.25,56,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.5,56,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.75,57,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.9,58,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,05-14,quantile,0.975,59,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.025,559,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.1,560,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.25,562,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.5,564,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.75,568,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.9,573,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,15-34,quantile,0.975,582,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,35-59,quantile,0.025,1305,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,35-59,quantile,0.1,1308,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,35-59,quantile,0.25,1311,COVID-19
2023-03-15,-23 day ahead inc hosp,2023-02-20,DE,35-59,quantile,0.5,1315,COVID-19
